pupilid,schoolid,district,bungoma,division,zone,tracking,sbm,girl,agetest,etpteacher,lowstream,stream_meanpercentile,SDstream_std_mark,MEANstream_std_mark,bottomhalf,tophalf,bottomquarter,secondquarter,thirdquarter,topquarter,std_mark,percentile,realpercentile,quantile5p,attrition,wordscore,sentscore,letterscore,spellscore,sentscore24,letterscore24,spellscore24,litscore,additions_score,substractions_score,multiplications_score,mathscoreraw,totalscore,rMEANstream_std_baselinemark,rSDstream_std_baselinemark,rMEANstream_std_total,rSDstream_std_total,rMEANstream_std_math,rSDstream_std_math,rMEANstream_std_lit,rSDstream_std_lit,r2_attrition,r2_age,r2_wordscore,r2_sentscore,r2_letterscore,r2_spellscore,r2_sentscore24,r2_letterscore24,r2_spellscore24,r2_litscore,r2_mathscoreraw,r2_additions_score,r2_substractions_score,r2_multiplications_score,r2_totalscore
4321010,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,9,1,1,26.21528,0.4233463,-0.7733825,1,0,1,0,0,0,-0.8762717,19.04762,20,4,0,0,2,21,0,1.2,7.2,0,2.1,3,4,0,7,9.1,-0.782788,0.4291485,-0.4785931,0.7540151,-0.5629182,0.7994427,-0.2386755,0.6556947,0,9,0,3,23,0,1.8,7.885714,0,2.421428,9,5,4,0,11.42143
4321011,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,11,1,1,26.21528,0.4233463,-0.7733825,1,0,1,0,0,0,-0.8762717,15.87301,16,4,0,0,0,9,0,0,3.085714,0,0.7714286,0,2,0,2,2.771429,-0.782788,0.4291485,-0.4677195,0.7456041,-0.5508221,0.7959434,-0.2328409,0.6510312,0,11,0,4,14,0,2.4,4.8,0,1.8,4,3,0,1,5.8
4321013,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,11,1,1,26.21528,0.4233463,-0.7733825,1,0,1,0,0,0,-0.8271306,22.22222,23,5,0,4,0,0,0,0,0,0,1,3,3,0,6,7,-0.7830355,0.4291578,-0.4739282,0.7557554,-0.5589181,0.8037574,-0.233805,0.6522941,0,12,0,0,0,0,0,0,0,0,8,2,6,0,8
4321014,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,11,1,1,26.21528,0.4233463,-0.7733825,1,0,1,0,0,0,-1.220259,22.22222,23,5,0,0,1,26,0,0.6,8.914286,0,2.378572,6,5,0,11,13.37857,-0.7819439,0.4240724,-0.4913905,0.7367603,-0.5870649,0.7555605,-0.2399708,0.6558669,0,12,2,2,44,2,1.2,15.08571,4.8,5.771429,12,5,5,2,17.77143
4321015,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,10,1,1,26.21528,0.4233463,-0.7733825,1,0,1,0,0,0,-0.8271306,22.22222,23,5,0,0,6,2,0,3.6,0.6857143,0,1.071429,2,1,0,3,4.071428,-0.7830355,0.4291578,-0.4691699,0.7507607,-0.5516347,0.8018307,-0.2341096,0.6526488,0,12,0,6,11,0,3.6,3.771429,0,1.842857,6,4,1,1,7.842857
4321016,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,12,1,1,26.21528,0.4233463,-0.7733825,1,0,0,1,0,0,-0.7288484,26.19047,27,6,0,0,14,31,0,8.4,10.62857,0,4.757143,4,3,0,7,11.75714,-0.7836242,0.428651,-0.4860092,0.7455271,-0.5629182,0.7994427,-0.2521213,0.6460692,0,12,2,6,36,1,3.6,12.34286,2.4,5.085714,9,3,6,0,14.08571
4321017,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,10,1,1,26.21528,0.4233463,-0.7733825,1,0,0,1,0,0,-0.7288484,25.39682,26,6,0,0,10,27,0,6,9.257143,0,3.814286,6,1,0,7,10.81429,-0.7836242,0.428651,-0.4831813,0.749355,-0.5629182,0.7994427,-0.2470634,0.6523921,0,10,0,0,39,1,0,13.37143,2.4,3.942857,9,7,1,1,12.94286
4321019,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,9,1,1,26.21528,0.4233463,-0.7733825,1,0,0,1,0,0,-0.6305662,30.95238,31,7,0,8,4,27,0,2.4,9.257143,0,4.914286,4,6,2,12,16.91429,-0.7843376,0.4274451,-0.505523,0.707086,-0.5953105,0.7366953,-0.2529969,0.6446927,0,7,8,9,37,4,5.4,12.68571,9.6,8.921429,16,8,6,2,24.92143
4321020,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,8,1,1,26.21528,0.4233463,-0.7733825,1,0,0,1,0,0,-0.6305662,30.15873,31,7,0,8,0,3,4,0,1.028571,9.6,4.657143,1,1,0,2,6.657143,-0.7843376,0.4274451,-0.4732658,0.755624,-0.5508221,0.7959434,-0.2515691,0.6468964,0,8,0,0,0,0,0,0,0,0,8,7,1,0,8
4321021,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,10,1,1,26.21528,0.4233463,-0.7733825,1,0,0,1,0,0,-0.532284,34.92063,35,7,0,14,8,11,4,4.8,3.771429,9.6,8.042857,5,3,0,8,16.04286,-0.7851753,0.4255375,-0.5017207,0.715863,-0.5677096,0.7926227,-0.2725956,0.5954107,0,13,0,0,8,0,0,2.742857,0,0.6857143,7,4,3,0,7.685714
4321022,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,11,1,1,26.21528,0.4233463,-0.7733825,1,0,0,1,0,0,-0.4340018,38.88889,39,8,0,0,0,1,0,0,0.3428572,0,0.0857143,5,1,0,6,6.085714,-0.786137,0.4229209,-0.4722236,0.7551425,-0.5589181,0.8037574,-0.2300449,0.6460487,0,10,0,0,8,1,0,2.742857,2.4,1.285714,12,6,6,0,13.28571
4321025,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,8,1,1,26.21528,0.4233463,-0.7733825,1,0,0,1,0,0,-0.4340018,38.09524,39,8,0,0,12,40,0,7.2,13.71429,0,5.228571,2,3,0,5,10.22857,-0.786137,0.4229209,-0.481534,0.7512776,-0.555701,0.805616,-0.254777,0.6416543,0,9,8,6,54,0,3.6,18.51429,0,7.528572,10,5,4,1,17.52857
4321026,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,10,1,1,26.21528,0.4233463,-0.7733825,1,0,0,1,0,0,-0.9254128,41.26984,42,9,0,0,2,15,0,1.2,5.142857,0,1.585714,3,1,0,4,5.585714,-0.782572,0.4289631,-0.4713752,0.7544491,-0.553269,0.8050017,-0.2363503,0.6546499,0,8,8,0,16,2,0,5.485714,4.8,4.571428,3,3,0,0,7.571428
4321027,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,7,1,1,26.21528,0.4233463,-0.7733825,1,0,0,1,0,0,-0.8271306,42.85714,43,9,0,0,0,13,0,0,4.457143,0,1.114286,2,3,0,5,6.114285,-0.7830355,0.4291578,-0.4722739,0.7551744,-0.555701,0.805616,-0.2342932,0.6528526,0,9,0,0,26,0,0,8.914286,0,2.228571,12,5,4,3,14.22857
4321028,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,8,1,1,26.21528,0.4233463,-0.7733825,1,0,0,1,0,0,-0.2374374,43.65079,44,9,0,0,6,12,0,3.6,4.114286,0,1.928571,3,2,0,5,6.928572,-0.7884316,0.4155053,-0.473788,0.7557377,-0.555701,0.805616,-0.2378909,0.6554516,0,8,0,5,25,0,3,8.571428,0,2.892857,8,3,5,0,10.89286
4321030,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,8,1,1,26.21528,0.4233463,-0.7733825,1,0,0,1,0,0,-0.1391552,46.8254,47,10,0,0,8,38,2,4.8,13.02857,4.8,5.657143,4,4,3,11,16.65714,-0.789765,0.4106644,-0.5043784,0.7097835,-0.5870649,0.7555605,-0.2572677,0.6368827,0,10,8,6,46,7,3.6,15.77143,16.8,11.04286,18,9,6,3,29.04286
4321031,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,10,1,1,26.21528,0.4233463,-0.7733825,1,0,0,1,0,0,-0.040873,48.41269,49,10,0,12,2,37,5,1.2,12.68571,12,9.471429,5,4,1,10,19.47143,-0.7912228,0.4050294,-0.5179861,0.6748326,-0.5797489,0.7709213,-0.2831268,0.5554884,0,9,24,18,48,7,10.8,16.45714,16.8,17.01429,18,8,8,2,35.01429
4321033,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,10,0,0,76.01126,0.7647874,0.7983302,0,1,0,0,1,0,0.0180963,52.38095,53,11,0,8,0,14,0,0,4.8,0,3.2,5,4,0,9,12.2,0.8179549,0.7576087,0.5243369,1.010349,0.6098508,0.8637683,0.2693579,1.253082,1,,,,,,,,,,,,,,
4321034,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,11,0,0,76.01126,0.7647874,0.7983302,0,1,0,0,1,0,-0.2865785,53.96825,54,11,0,0,3,22,1,1.8,7.542857,2.4,2.935714,4,5,2,11,13.93571,0.8237065,0.7448441,0.5189088,1.014958,0.601624,0.8700495,0.270997,1.252314,0,11,22,16,51,6,9.6,17.48571,14.4,15.87143,17,8,6,3,32.87143
4321035,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,9,0,0,76.01126,0.7647874,0.7983302,0,1,0,0,1,0,0.0574092,54.76191,55,11,0,2,0,21,0,0,7.2,0,2.3,4,4,0,8,10.3,0.8173039,0.7590095,0.5311918,1.003178,0.6152412,0.8569726,0.2750558,1.250244,0,9,12,4,47,4,2.4,16.11429,9.6,10.02857,12,3,6,3,22.02857
4321038,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,8,0,0,76.01126,0.7647874,0.7983302,0,1,0,0,1,0,0.2048325,59.52381,60,12,0,0,0,14,0,0,4.8,0,1.2,5,6,3,14,15.2,0.8150462,0.7637814,0.5154449,1.017181,0.5957272,0.860835,0.2824871,1.245883,0,8,0,0,17,0,0,5.828571,0,1.457143,16,7,6,3,17.45714
4321039,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,11,0,0,76.01126,0.7647874,0.7983302,0,1,0,0,1,0,-0.1391552,61.90476,62,13,0,0,2,3,0,1.2,1.028571,0,0.5571429,1,1,0,2,2.557143,0.8207663,0.7514502,0.5700803,0.9469642,0.6673597,0.7530064,0.2870857,1.242852,0,12,0,8,5,0,4.8,1.714286,0,1.628572,5,2,3,0,6.628572
4321041,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,10,0,0,76.01126,0.7647874,0.7983302,0,1,0,0,1,0,0.3522558,63.49206,64,13,0,10,0,33,6,0,11.31429,14.4,8.928572,3,3,1,7,15.92857,0.8130774,0.7678103,0.5136346,1.018031,0.6215034,0.8476231,0.2399483,1.256795,0,10,20,5,70,6,3,24,14.4,15.35,15,7,6,2,30.35
4321042,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,10,0,0,76.01126,0.7647874,0.7983302,0,1,0,0,1,0,0.450538,69.04762,70,14,0,20,0,43,4,0,14.74286,9.6,11.08571,4,6,0,10,21.08571,0.8119247,0.7700922,0.5047286,1.014798,0.6053142,0.8681141,0.2316047,1.251383,0,11,20,12,66,8,7.2,22.62857,19.2,17.25714,19,9,7,3,36.25714
4321043,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,10,0,0,76.01126,0.7647874,0.7983302,0,1,0,0,1,0,0.450538,68.25397,69,14,0,0,0,33,0,0,11.31429,0,2.828571,7,6,3,16,18.82857,0.8119247,0.7700922,0.5077749,1.018259,0.5964256,0.8402951,0.2716695,1.251988,0,11,0,0,59,1,0,20.22857,2.4,5.657143,14,4,7,3,19.65714
4321044,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,10,0,0,76.01126,0.7647874,0.7983302,0,1,0,0,1,0,0.450538,68.25397,69,14,0,0,0,7,0,0,2.4,0,0.6,5,6,0,11,11.6,0.8119247,0.7700922,0.526397,1.008329,0.601624,0.8700495,0.286773,1.243065,0,11,2,0,11,0,0,3.771429,0,1.442857,17,8,8,1,18.44286
4321045,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,9,0,0,76.01126,0.7647874,0.7983302,0,1,0,0,1,0,0.0574092,70.63492,71,15,0,0,8,12,0,4.8,4.114286,0,2.228571,5,5,2,12,14.22857,0.8173039,0.7590095,0.5180699,1.015558,0.5987838,0.869552,0.2755223,1.249991,0,10,12,6,16,1,3.6,5.485714,2.4,5.871428,19,7,8,4,24.87143
4321046,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,10,0,0,76.01126,0.7647874,0.7983302,0,1,0,0,1,0,0.5488202,72.22222,73,15,0,0,6,33,1,3.6,11.31429,2.4,4.328571,7,1,1,9,13.32857,0.8108998,0.7720554,0.5207183,1.013552,0.6098508,0.8637683,0.2626632,1.255757,0,11,22,0,29,4,0,9.942857,9.6,10.38571,9,8,1,0,19.38571
4321047,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,9,0,0,76.01126,0.7647874,0.7983302,0,1,0,0,1,0,0.6962435,73.80952,74,15,0,2,0,39,0,0,13.37143,0,3.842857,5,6,0,11,14.84286,0.8096025,0.7744086,0.5163819,1.016649,0.601624,0.8700495,0.2654852,1.254724,0,9,22,24,51,7,14.4,17.48571,16.8,17.67143,19,8,8,3,36.67143
4321048,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,10,0,0,76.01126,0.7647874,0.7983302,0,1,0,0,0,1,0.8928079,76.98412,77,16,0,12,0,48,4,0,16.45714,9.6,9.514286,7,5,3,15,24.51429,0.8083231,0.7764487,0.5027883,1.002697,0.5955802,0.8522077,0.2375411,1.255738,0,10,20,26,66,8,15.6,22.62857,19.2,19.35714,17,8,7,2,36.35714
4321049,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,11,0,0,76.01126,0.7647874,0.7983302,0,1,0,0,0,1,0.9910901,80.15873,81,17,0,0,0,1,0,0,0.3428572,0,0.0857143,6,6,0,12,12.08571,0.8078777,0.7769981,0.524722,1.009981,0.5987838,0.869552,0.2905859,1.24039,0,11,8,0,24,0,0,8.228572,0,4.057143,13,6,5,2,17.05714
4321051,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,9,0,0,76.01126,0.7647874,0.7983302,0,1,0,0,0,1,0.9910901,79.36508,80,16,0,0,0,13,0,0,4.457143,0,1.114286,4,5,2,11,12.11429,0.8078777,0.7769981,0.5246254,1.010074,0.601624,0.8700495,0.283089,1.245499,1,,,,,,,,,,,,,,
4321052,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,12,0,0,76.01126,0.7647874,0.7983302,0,1,0,0,0,1,0.5979613,83.33334,84,17,0,0,2,4,1,1.2,1.371429,2.4,1.242857,4,1,0,5,6.242857,0.8104354,0.7729185,0.5492213,0.9797343,0.6367723,0.8204798,0.2821874,1.246072,0,11,14,22,35,7,13.2,12,16.8,14,16,8,8,0,30
4321053,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,10,0,0,76.01126,0.7647874,0.7983302,0,1,0,0,0,1,1.138513,86.50793,87,18,0,0,0,31,0,0,10.62857,0,2.657143,4,6,1,11,13.65714,0.8074555,0.7772295,0.5197272,1.014341,0.601624,0.8700495,0.2727551,1.251447,0,12,8,0,42,1,0,14.4,2.4,6.2,16,7,6,3,22.2
4321054,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,10,0,0,76.01126,0.7647874,0.7983302,0,1,0,0,0,1,1.138513,85.71429,86,18,0,0,6,4,0,3.6,1.371429,0,1.242857,3,3,0,6,7.242857,0.8074555,0.7772295,0.5443267,0.9866219,0.6286667,0.8355448,0.2821874,1.246072,1,,,,,,,,,,,,,,
4321057,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,10,0,0,76.01126,0.7647874,0.7983302,0,1,0,0,0,1,1.384219,91.26984,92,19,0,0,0,21,0,0,7.2,0,1.8,6,3,0,9,10.8,0.8074184,0.7760063,0.5292935,1.005286,0.6098508,0.8637683,0.2783675,1.248387,0,11,8,0,23,3,0,7.885714,7.2,5.771428,17,8,7,2,22.77143
4321058,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,9,0,0,76.01126,0.7647874,0.7983302,0,1,0,0,0,1,1.384219,90.47619,91,19,0,2,0,23,1,0,7.885714,2.4,3.071428,4,3,0,7,10.07143,0.8074184,0.7760063,0.5320823,1.00216,0.6215034,0.8476231,0.2701519,1.252715,0,9,12,1,35,5,0.6,12,12,9.15,15,8,4,3,24.15
4321059,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,10,0,0,76.01126,0.7647874,0.7983302,0,1,0,0,0,1,1.394047,92.85714,93,19,0,8,0,16,1,0,5.485714,2.4,3.971428,7,2,0,9,12.97143,0.8074346,0.7759147,0.5218275,1.012622,0.6098508,0.8637683,0.2647296,1.255015,0,10,8,0,30,4,0,10.28571,9.6,6.971428,19,9,7,3,25.97143
4321060,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,8,0,0,76.01126,0.7647874,0.7983302,0,1,0,0,0,1,1.482501,94.44444,95,19,0,4,4,22,7,2.4,7.542857,16.8,7.685714,6,5,3,14,21.68571,0.8076418,0.7749392,0.504149,1.013306,0.5957272,0.860835,0.2454084,1.258106,0,8,24,11,34,5,6.6,11.65714,12,13.56429,21,9,8,4,34.56429
4321061,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,8,0,0,76.01126,0.7647874,0.7983302,0,1,0,0,0,1,1.924771,96.03175,97,20,0,20,26,54,8,15.6,18.51429,19.2,18.32857,4,4,3,11,29.32857,0.8104034,0.7657892,0.5063227,0.9679189,0.601624,0.8700495,0.2154897,1.186192,0,12,24,24,70,5,14.4,24,12,18.6,15,6,6,3,33.6
4321062,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,11,0,0,76.01126,0.7647874,0.7983302,0,1,0,0,0,1,2.3179,97.61905,98,20,0,24,5,40,7,3,13.71429,16.8,14.37857,6,4,3,13,27.37857,0.8154345,0.7510145,0.5039154,0.984984,0.596809,0.8665341,0.2217312,1.233438,0,10,24,36,65,8,21.6,22.28572,19.2,21.77143,18,6,8,4,39.77143
4361003,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,12,0,1,25.46948,0.4575339,-0.8000365,1,0,1,0,0,0,-1.421576,3.521127,4,1,0,6,0,16,0,0,5.485714,0,2.871428,3,2,0,5,7.871428,-0.8087621,0.4549243,-0.6546391,0.5798793,-0.5858428,0.7199485,-0.6366487,0.5534037,0,12,6,7,45,2,4.2,15.42857,4.8,7.607142,11,7,2,2,18.60714
4361004,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,9,0,1,25.46948,0.4575339,-0.8000365,1,0,1,0,0,0,-1.249457,4.929578,5,1,0,0,3,0,0,1.8,0,0,0.45,0,0,0,0,0.45,-0.8084707,0.4595318,-0.6468279,0.5733957,-0.5742748,0.7133019,-0.6311025,0.5523148,1,,,,,,,,,,,,,,
4361006,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,7,0,1,25.46948,0.4575339,-0.8000365,1,0,1,0,0,0,-1.820578,7.746482,8,2,0,0,0,3,0,0,1.028571,0,0.2571429,0,0,0,0,0.2571429,-0.8108855,0.4364717,-0.6467475,0.5726144,-0.5742748,0.7133019,-0.6307927,0.5515178,1,,,,,,,,,,,,,,
4361007,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,8,0,1,25.46948,0.4575339,-0.8000365,1,0,1,0,0,0,-1.053868,9.154928,10,2,0,8,0,0,0,0,0,0,2,3,1,0,4,6,-0.808581,0.4625336,-0.6518173,0.5823933,-0.5824443,0.7229292,-0.6343011,0.5548815,0,8,8,0,0,0,0,0,0,2,9,3,5,1,11
4361008,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,9,0,1,25.46948,0.4575339,-0.8000365,1,0,1,0,0,0,-1.038221,10.56339,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8086099,0.4626742,-0.6466504,0.5715201,-0.5742748,0.7133019,-0.6304106,0.5502855,0,10,6,20,0,2,12,0,4.8,5.7,8,2,3,3,13.7
4361009,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,10,0,1,25.46948,0.4575339,-0.8000365,1,0,1,0,0,0,-1.01475,11.97183,12,3,0,0,3,0,0,1.8,0,0,0.45,1,1,0,2,2.45,-0.8086585,0.462858,-0.648035,0.5795707,-0.5772631,0.7225494,-0.6311025,0.5523148,1,,,,,,,,,,,,,,
4361010,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,14,0,1,25.46948,0.4575339,-0.8000365,1,0,1,0,0,0,-0.999103,13.38028,14,3,0,0,0,3,0,0,1.028571,0,0.2571429,3,2,0,5,5.257143,-0.8086948,0.4629624,-0.6508549,0.5826323,-0.5858428,0.7199485,-0.6307927,0.5515178,0,12,8,6,11,2,3.6,3.771429,4.8,5.042857,8,4,4,0,13.04286
4361011,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,10,0,1,25.46948,0.4575339,-0.8000365,1,0,1,0,0,0,-0.9365144,14.78873,15,3,0,0,0,24,0,0,8.228572,0,2.057143,0,0,0,0,2.057143,-0.808869,0.4632358,-0.6477446,0.5786285,-0.5742748,0.7133019,-0.634443,0.5548484,1,,,,,,,,,,,,,,
4361013,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,8,0,1,25.46948,0.4575339,-0.8000365,1,0,1,0,0,0,-0.9130437,18.30986,19,4,0,2,0,0,0,0,0,0,0.5,1,0,0,1,1.5,-0.8089464,0.463279,-0.6473771,0.5770683,-0.5754893,0.719089,-0.6311859,0.5525036,0,10,0,0,0,0,0,0,0,0,3,2,1,0,3
4361014,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,7,0,1,25.46948,0.4575339,-0.8000365,1,0,1,0,0,0,-0.8973965,20.42253,21,5,0,4,7,9,0,4.2,3.085714,0,2.821429,3,2,0,5,7.821428,-0.8090017,0.4632901,-0.6545563,0.5799821,-0.5858428,0.7199485,-0.6365033,0.5535446,0,9,4,4,0,0,2.4,0,0,1.6,12,6,6,0,13.6
4361015,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,10,0,1,25.46948,0.4575339,-0.8000365,1,0,1,0,0,0,-0.8973965,19.71831,20,4,0,8,0,15,0,0,5.142857,0,3.285714,1,1,0,2,5.285714,-0.8090017,0.4632901,-0.6508902,0.5826311,-0.5772631,0.7225494,-0.6379027,0.5519714,0,9,0,0,44,0,0,15.08571,0,3.771429,7,3,4,0,10.77143
4361019,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,8,0,1,25.46948,0.4575339,-0.8000365,1,0,0,1,0,0,-0.725278,26.05634,27,6,0,0,0,0,0,0,0,0,0,3,3,0,6,6,-0.809801,0.4624709,-0.6518173,0.5823933,-0.5897816,0.7148477,-0.6304106,0.5502855,1,,,,,,,,,,,,,,
4361020,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,10,0,1,25.46948,0.4575339,-0.8000365,1,0,0,1,0,0,-0.6939837,28.16901,29,6,0,2,0,15,0,0,5.142857,0,1.785714,1,0,0,1,2.785714,-0.809984,0.4621372,-0.6483037,0.5802737,-0.5754893,0.719089,-0.6337842,0.5549257,0,12,0,2,0,0,1.2,0,0,0.3,9,4,5,0,9.3
4361022,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,8,0,1,25.46948,0.4575339,-0.8000365,1,0,0,1,0,0,-0.6626894,29.57746,30,6,0,4,1,0,0,0.6,0,0,1.15,2,2,0,4,5.15,-0.8101784,0.4617466,-0.6507235,0.582631,-0.5824443,0.7229292,-0.6323913,0.5543091,0,10,0,7,0,0,4.2,0,0,1.05,5,2,3,0,6.05
4361023,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,9,0,1,25.46948,0.4575339,-0.8000365,1,0,0,1,0,0,-0.8973965,31.69014,32,7,0,4,0,23,7,0,7.885714,16.8,7.171428,4,2,0,6,13.17143,-0.8090017,0.4632901,-0.665728,0.55753,-0.5897816,0.7148477,-0.6540448,0.5143359,0,8,20,4,46,10,2.4,15.77143,24,15.54286,11,4,6,1,26.54286
4361024,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,8,0,1,25.46948,0.4575339,-0.8000365,1,0,0,1,0,0,-0.6079245,33.09859,34,7,0,0,4,0,0,2.4,0,0,0.6,0,0,0,0,0.6,-0.8105467,0.4609261,-0.6468949,0.57398,-0.5742748,0.7133019,-0.6313569,0.55286,1,,,,,,,,,,,,,,
4361025,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,10,0,1,25.46948,0.4575339,-0.8000365,1,0,0,1,0,0,-0.5453359,34.50704,35,7,0,0,6,5,1,3.6,1.714286,2.4,1.928571,5,5,0,10,11.92857,-0.8110105,0.459774,-0.6627128,0.5648784,-0.6111507,0.671315,-0.6341262,0.5549102,0,13,3,0,13,0,0,4.457143,0,1.864286,5,3,2,0,6.864285
4361027,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,9,0,1,25.46948,0.4575339,-0.8000365,1,0,0,1,0,0,-0.725278,37.32394,38,8,0,0,7,0,2,4.2,0,4.8,2.25,3,2,1,6,8.25,-0.809801,0.4624709,-0.6552791,0.5790377,-0.5897816,0.7148477,-0.6349344,0.5546703,0,11,0,0,11,0,0,3.771429,0,0.9428571,6,3,1,2,6.942857
4361029,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,8,0,1,25.46948,0.4575339,-0.8000365,1,0,0,1,0,0,-0.3653938,40.14084,41,9,0,2,5,0,0,3,0,0,1.25,0,0,0,0,1.25,-0.8125997,0.4551738,-0.6472294,0.5762815,-0.5742748,0.7133019,-0.6325964,0.5544807,0,14,0,0,0,0,0,0,0,0,1,0,1,0,1
4361032,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,12,0,1,25.46948,0.4575339,-0.8000365,,,,,,1,,,,,0,8,0,23,3,0,7.885714,7.2,5.771428,6,3,1,10,15.77143,-0.8000365,0.4575339,-0.6728804,0.5375262,-0.6111507,0.671315,-0.647304,0.5332149,0,12,0,8,0,5,4.8,0,12,4.2,9,5,4,0,13.2
4361033,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,11,0,1,25.46948,0.4575339,-0.8000365,1,0,0,1,0,0,-0.1854517,44.36619,45,9,0,0,6,19,0,3.6,6.514286,0,2.528571,3,5,2,10,12.52857,-0.8145683,0.4486119,-0.6641362,0.5615005,-0.6111507,0.671315,-0.6356781,0.5542332,1,,,,,,,,,,,,,,
4361034,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,10,0,1,25.46948,0.4575339,-0.8000365,1,0,0,1,0,0,-0.1776281,45.77465,46,10,0,18,5,38,7,3,13.02857,16.8,12.70714,3,4,0,7,19.70714,-0.8146626,0.4482808,-0.6859769,0.4931681,-0.5942678,0.7075677,-0.6919644,0.3479368,0,10,12,4,70,9,2.4,24,21.6,15,8,4,4,0,23
4361036,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,10,0,1,25.46948,0.4575339,-0.8000365,1,0,0,1,0,0,-0.052451,48.59155,49,10,0,0,4,14,1,2.4,4.8,2.4,2.4,4,4,0,8,10.4,-0.816268,0.4424451,-0.659355,0.572102,-0.599313,0.6980027,-0.6353298,0.5544614,0,10,0,4,70,4,2.4,24,9.6,9,7,3,4,0,16
